Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
175,Luís Esteves,pt POR,MF,Vitória,23,1998,0.4,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0,Matches,f9ea45ed
176,Paulo Estrela Moreira,pt POR,MF,Portimonense,22,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,edf2b497
177,Oscar Estupiñan,co COL,FW,Vitória,24,1996,24.1,12,7,1,4,7,2,15,13.3,13,16,2,14,2,14,21,0,Matches,213ab9bb
178,Friday Etim,ng NGA,FWMF,Vizela,19,2002,0.2,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches,28eedd20
179,Stephen Eustáquio,ca CAN,MF,Porto,24,1996,1.0,5,5,2,1,2,5,5,100.0,0,2,1,1,3,8,1,1,Matches,577efaec
180,Stephen Eustáquio,ca CAN,MF,Paços,24,1996,16.4,37,23,17,14,6,25,60,41.7,35,14,5,9,28,65,24,0,Matches,577efaec
181,Evanilson,br BRA,FW,Porto,21,1999,22.5,22,17,2,9,11,6,13,46.2,7,22,1,21,5,27,13,0,Matches,6f3cc2fe
182,Ewerton,br BRA,MF,Portimonense,28,1992,8.1,15,10,5,8,2,3,19,15.8,16,8,1,7,8,23,6,0,Matches,46e98743
183,Fabiano,br BRA,DFMF,Braga,21,2000,15.8,38,25,18,14,6,21,30,70.0,9,13,3,10,23,61,40,0,Matches,f5e7fdf9
184,Miguel Falé,pt POR,FWMF,Braga,17,2004,2.8,5,1,2,3,0,3,5,60.0,2,3,0,3,0,5,0,0,Matches,6b0802ea
185,Zouhair Feddal,ma MAR,DF,Sporting CP,32,1989,11.2,10,5,8,2,0,5,11,45.5,6,8,4,4,12,22,31,0,Matches,89151b16
186,Luiz Felipe,br BRA,GK,B-SAD,24,1997,32.0,0,0,0,0,0,0,0,,0,1,0,1,2,2,26,0,Matches,185084a1
187,Volnei Feltes,br BRA,DF,Estoril,21,2000,1.7,0,0,0,0,0,0,1,0.0,1,5,3,2,2,2,9,0,Matches,b48349d9
188,Gedson Fernandes,pt POR,MF,Benfica,22,1999,0.6,4,2,2,0,2,1,2,50.0,1,0,0,0,1,5,3,0,Matches,e2dde94c
189,Ivanildo Fernandes,pt POR,DF,Vizela,25,1996,15.1,18,13,15,3,0,10,14,71.4,4,13,7,6,11,29,73,0,Matches,11e5e469
190,Jorge Filipe Oliveira Fernandes,pt POR,DF,Vitória,24,1997,13.6,32,21,22,9,1,21,31,67.7,10,17,8,9,21,53,55,0,Matches,a17ef4d1
191,Lucas Fernandes,br BRA,MF,Portimonense,23,1997,15.8,17,7,8,8,1,7,27,25.9,20,13,2,11,12,29,4,0,Matches,a109d777
192,Ricardo Fernandes,pt POR,GK,Santa Clara,26,1994,5.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,Matches,93d5feb6
193,Roger Fernandes,gw GNB,MFDF,Braga,15,2005,1.3,1,0,0,1,0,0,6,0.0,6,2,0,2,2,3,2,0,Matches,de8f6250
194,Rúben Fernandes,pt POR,DF,Gil Vicente FC,35,1986,32.8,5,3,3,2,0,3,8,37.5,5,27,24,3,30,35,124,2,Matches,c6bdf383
195,Fernando,br BRA,FW,Porto,28,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,ccd88b8e
196,Nahuel Ferraresi,ve VEN,DF,Estoril,22,1998,22.1,44,22,30,13,1,21,34,61.8,13,21,10,11,30,74,79,2,Matches,719aab45
197,André Ferreira,pt POR,GK,Paços,25,1996,32.0,4,2,4,0,0,4,4,100.0,0,0,0,0,1,5,14,1,Matches,12c6cbef
198,Filipe Ferreira,pt POR,DFMF,Boavista,30,1990,15.8,19,11,10,5,4,8,24,33.3,16,21,5,16,27,46,33,0,Matches,12f1293b
199,Fernando Ferreira Fonseca,pt POR,DF,Paços,24,1997,16.6,28,13,12,11,5,21,39,53.8,18,8,2,6,27,55,35,0,Matches,ed4fef1c
200,Hélder Ferreira,pt POR,FWMF,Paços,24,1997,17.5,24,13,10,7,7,13,24,54.2,11,18,3,15,11,35,16,1,Matches,6407ce4d
201,João Ferreira,pt POR,DF,Vitória,20,2001,10.9,22,13,11,9,2,10,24,41.7,14,17,7,10,17,39,36,0,Matches,fb37a645
202,Joel Ferreira,pt POR,DF,Arouca,29,1992,0.5,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,Matches,03b64727
203,Diogo Figueiras,pt POR,DF,Famalicão,30,1991,14.1,40,26,19,15,6,25,46,54.3,21,18,4,14,18,58,21,0,Matches,3e587547
204,Tiago Fonseca Morais,pt POR,MFFW,Boavista,17,2003,3.4,4,1,1,2,1,1,9,11.1,8,2,0,2,3,7,0,1,Matches,a951ca82
205,Rui Fonte,pt POR,FW,Estoril,31,1990,14.2,11,8,1,7,3,6,18,33.3,12,4,1,3,5,16,22,0,Matches,6ff8ef56
206,Rui Fonte,pt POR,DF,Braga,31,1990,0.1,2,2,0,2,0,0,0,,0,1,0,1,0,2,0,0,Matches,6ff8ef56
207,André Franco,pt POR,MF,Estoril,23,1998,28.0,34,19,13,15,6,15,30,50.0,15,18,2,16,16,50,30,0,Matches,86df4d6b
208,Gonçalo Franco,pt POR,MF,Moreirense,20,2000,12.7,28,17,17,7,4,7,21,33.3,14,21,2,19,16,44,8,0,Matches,9029d5f2
209,Fransérgio,br BRA,MF,Braga,30,1990,1.6,1,1,0,1,0,0,1,0.0,1,2,1,1,1,2,1,0,Matches,deba6b05
210,Žiga Frelih,si SVN,GK,Gil Vicente FC,23,1998,19.0,0,0,0,0,0,0,0,,0,0,0,0,3,3,12,0,Matches,58bef7b2
211,Godfried Frimpong,nl NED,DFMF,Moreirense,22,1999,6.5,11,7,5,5,1,6,6,100.0,0,10,3,7,9,20,16,0,Matches,fb5f19d5
212,Kanya Fujimoto,jp JPN,MFFW,Gil Vicente FC,22,1999,26.6,22,12,4,15,3,7,20,35.0,13,25,9,16,10,32,10,0,Matches,be040b84
213,Rodolfo Furtado,pt POR,GK,Santa Clara,23,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,f5cc8631
214,Nicolás Gaitán,ar ARG,MF,Paços,33,1988,3.3,8,5,3,3,2,3,11,27.3,8,0,0,0,0,8,2,0,Matches,7ebfac0f
215,Jefferson Galego,br BRA,MFFW,Moreirense,24,1997,1.0,3,2,1,1,1,3,4,75.0,1,3,0,3,1,4,1,0,Matches,a14b8d2d
216,Galeno,br BRA,MFFW,Porto,23,1997,3.5,3,3,0,1,2,1,5,20.0,4,6,0,6,2,5,5,0,Matches,5b3d1a7a
217,Galeno,br BRA,MFDF,Braga,23,1997,10.6,22,14,8,11,3,13,27,48.1,14,10,1,9,9,31,9,1,Matches,5b3d1a7a
218,Nino Galović,hr CRO,DF,Arouca,29,1992,10.3,6,5,5,1,0,2,5,40.0,3,7,4,3,15,21,47,0,Matches,d280923b
219,João Gamboa,pt POR,MF,Estoril,24,1996,23.5,22,11,5,14,3,9,24,37.5,15,44,27,17,38,60,61,1,Matches,f5dfeb5d
220,Pedro Ganchas,pt POR,DF,Paços,21,2000,1.6,0,0,0,0,0,0,0,,0,0,0,0,5,5,5,0,Matches,fe743953
221,Javi García,es ESP,DFMF,Boavista,34,1987,13.8,10,4,6,4,0,5,10,50.0,5,10,10,0,19,29,35,0,Matches,167c1bb0
222,Geovani,br BRA,FWMF,Famalicão,20,2001,0.8,8,6,6,1,1,6,8,75.0,2,1,0,1,0,8,0,0,Matches,cead8aa3
223,Francisco Geraldes,pt POR,MF,Estoril,26,1995,18.2,30,14,11,12,7,19,41,46.3,22,17,3,14,14,44,10,0,Matches,dbde9724
224,Gilberto,br BRA,DFMF,Benfica,28,1993,15.0,48,30,28,14,6,33,43,76.7,10,23,3,20,20,68,30,1,Matches,1338e42b
225,Henrique Gomes,pt POR,DF,Gil Vicente FC,25,1995,2.6,3,2,2,1,0,1,1,100.0,0,2,2,0,2,5,7,0,Matches,f7ef0388
226,Rodrigo Gomes,pt POR,MFDF,Braga,18,2003,8.2,13,7,7,4,2,8,16,50.0,8,11,0,11,6,19,9,0,Matches,8dcf77c0
227,Sana Gomes,gw GNB,DF,Portimonense,19,2002,4.1,10,4,8,2,0,7,11,63.6,4,3,1,2,0,10,10,0,Matches,af638463
228,Luis Gómez,co COL,MFFW,Santa Clara,21,1999,0.7,2,0,1,0,1,1,2,50.0,1,2,1,1,0,2,0,0,Matches,e41c025a
229,Nuno Gonçalo Moreira,pt POR,FW,Vizela,22,1999,18.8,32,17,13,15,4,11,37,29.7,26,15,2,13,20,52,15,0,Matches,c28df63c
230,Diogo Gonçalves,pt POR,MFFW,Benfica,24,1997,9.6,14,11,6,5,3,6,12,50.0,6,16,1,15,5,19,4,0,Matches,f4b52308
231,Ivo Gonçalves,pt POR,GK,Vizela,37,1984,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,3f75e889
232,Jota Gonçalves,pt POR,DF,Tondela,21,2000,4.1,6,3,6,0,0,5,7,71.4,2,6,2,4,3,9,18,0,Matches,f6f756b0
233,Pedro Gonçalves,pt POR,MFFW,Sporting CP,23,1998,22.4,29,16,10,10,9,12,41,29.3,29,15,2,13,14,43,2,0,Matches,c275947b
234,Cristian González,uy URU,DF,Santa Clara,25,1996,14.9,21,14,16,4,1,12,20,60.0,8,13,9,4,20,41,60,0,Matches,dba66719
235,Mario González,es ESP,FW,Braga,25,1996,6.2,1,0,0,1,0,1,7,14.3,6,5,2,3,0,1,2,0,Matches,d189e48f
236,Jean Gorby,fr FRA,MF,Braga,19,2002,2.3,5,2,3,1,1,2,5,40.0,3,2,0,2,2,7,2,0,Matches,4e4b59a4
237,Kenji Gorré,cw CUW,FWMF,Boavista,26,1994,18.5,22,8,7,13,2,12,20,60.0,8,13,1,12,8,30,6,0,Matches,52d1a4c6
238,Tiago Gouveia,pt POR,FWMF,Benfica,20,2001,1.0,2,1,0,2,0,1,4,25.0,3,1,0,1,2,4,1,0,Matches,68cf59f0
239,Álex Grimaldo,es ESP,DFMF,Benfica,25,1995,25.8,50,36,27,17,6,28,53,52.8,25,29,6,23,29,79,35,0,Matches,b1f4086c
240,Marko Grujić,rs SRB,MF,Porto,25,1996,9.9,27,15,9,14,4,19,34,55.9,15,11,2,9,16,43,16,0,Matches,8b8e759d
241,Gui Guedes,pt POR,MF,Vitória,19,2002,0.7,3,1,2,1,0,1,3,33.3,2,2,0,2,0,3,1,0,Matches,022c1bf7
242,Rafik Guitane,fr FRA,FWMF,Marítimo,22,1999,21.2,19,12,7,7,5,9,22,40.9,13,20,0,20,6,25,2,0,Matches,7091324a
243,Raphael Guzzo,pt POR,MF,Vizela,26,1995,9.1,12,4,5,4,3,6,18,33.3,12,11,3,8,10,22,18,0,Matches,2f002854
244,Emmanuel Hackman,tg TOG,DF,Gil Vicente FC,26,1995,7.4,11,6,4,7,0,4,12,33.3,8,11,6,5,11,22,26,0,Matches,8430028c
245,Yanis Hamache,dz ALG,MFDF,Boavista,22,1999,20.5,35,21,20,13,2,14,33,42.4,19,25,6,19,22,57,41,1,Matches,4f95c5a3
246,Tomás Händel,pt POR,MF,Vitória,20,2000,11.5,10,4,2,8,0,6,20,30.0,14,9,2,7,13,23,17,0,Matches,bbfb51ed
247,Boubacar Hanne,pt POR,FWMF,Gil Vicente FC,22,1999,2.8,5,4,2,3,0,0,5,0.0,5,2,0,2,0,5,1,0,Matches,1d9a8efe
248,Norbert Haymamba,cm CMR,GK,Arouca,22,1999,3.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,3,1,Matches,8f63b5ef
249,Henrique,br BRA,FWMF,Marítimo,27,1993,8.9,16,13,10,4,2,3,13,23.1,10,15,0,15,14,30,5,0,Matches,19e74ea6
250,Danny Henriques,nl NED,DF,B-SAD,24,1997,21.9,15,9,13,2,0,8,20,40.0,12,32,21,11,24,39,77,2,Matches,0571e024
251,Manu Hernando,es ESP,DF,Tondela,23,1998,17.8,13,9,10,2,1,5,12,41.7,7,15,11,4,30,43,78,0,Matches,5920c7c7
252,Lukáš Horníček,cz CZE,GK,Braga,19,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,cc8312b4
253,André Horta,pt POR,MF,Braga,24,1996,17.4,29,14,9,14,6,11,41,26.8,30,15,2,13,7,36,4,1,Matches,951f1739
254,Ricardo Horta,pt POR,FWMF,Braga,26,1994,31.0,43,28,15,13,15,19,58,32.8,39,29,1,28,13,56,8,0,Matches,6603fed7
255,Abbas Ibrahim,ng NGA,MFFW,Paços,23,1998,2.0,6,3,2,4,0,2,5,40.0,3,3,2,1,3,9,2,2,Matches,fe68a954
256,Abdulwahab Ibrahim,gh GHA,MF,Famalicão,22,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,86c37491
257,Tiago Ilori,pt POR,DF,Boavista,28,1993,5.6,4,3,4,0,0,2,4,50.0,2,5,4,1,15,19,28,0,Matches,a64b4786
258,Giannelli Imbula,cd COD,MFFW,Portimonense,28,1992,1.5,6,3,2,3,1,4,5,80.0,1,2,0,2,0,6,0,0,Matches,b86fe156
259,Gonçalo Inácio,pt POR,DF,Sporting CP,19,2001,27.5,38,18,24,13,1,19,29,65.5,10,17,11,6,26,64,68,1,Matches,33651873
260,Ivan Jaime Pajuelo,es ESP,MFFW,Famalicão,20,2000,14.0,12,6,0,8,4,5,13,38.5,8,11,1,10,11,23,5,1,Matches,90ba7fa6
261,Nikola Jambor,hr CRO,MF,Moreirense,25,1995,1.1,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches,496a7037
262,Nicolas Janvier,fr FRA,MF,Vitória,22,1998,12.1,17,13,3,12,2,11,23,47.8,12,12,2,10,11,28,10,0,Matches,22a62523
263,Jean,br BRA,MF,Gil Vicente FC,26,1994,0.1,2,2,2,0,0,1,2,50.0,1,1,0,1,0,2,1,0,Matches,69a34ec0
264,Jefferson,br BRA,MF,Moreirense,27,1994,11.0,20,15,10,9,1,11,22,50.0,11,7,1,6,11,31,7,1,Matches,52e88991
265,Jeimes,br BRA,GK,Paços,20,2001,1.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,Matches,a8f0414f
266,Anderson Jesus,br BRA,DF,Vizela,26,1995,17.0,13,11,11,2,0,10,19,52.6,9,18,13,5,28,41,76,1,Matches,d4d63c3f
267,Joãozinho,pt POR,DF,Estoril,32,1989,32.1,47,33,27,13,7,28,46,60.9,18,36,14,22,30,77,67,0,Matches,86168d75
268,Henrique Jocú,pt POR,MF,Portimonense,19,2001,6.6,14,6,5,8,1,7,16,43.8,9,4,0,4,3,17,4,0,Matches,fb7dfb84
269,Diederrick Joel,cm CMR,FW,Marítimo,27,1993,16.9,13,5,3,9,1,3,11,27.3,8,15,0,15,8,21,16,0,Matches,2986e65c
270,Jójó,cv CPV,DF,B-SAD,20,2001,0.5,2,0,1,1,0,0,2,0.0,2,1,1,0,1,3,2,0,Matches,234e8319
271,Igor Julião,br BRA,DF,Vizela,26,1994,11.1,19,11,12,3,4,12,17,70.6,5,10,1,9,9,28,18,0,Matches,103349a9
272,Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,20,2001,31.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,33,2,Matches,d0530e29
273,Renato Junior,br BRA,FW,Portimonense,19,2002,3.8,2,1,0,1,1,1,4,25.0,3,7,0,7,0,2,3,0,Matches,80b72720
274,Welinton Júnior,br BRA,FW,Portimonense,28,1993,9.3,4,3,3,0,1,2,7,28.6,5,2,1,1,6,10,6,0,Matches,f1ef2def
275,Zainadine Júnior,mz MOZ,DF,Marítimo,33,1988,31.8,35,24,26,8,1,18,25,72.0,7,40,34,6,55,90,130,1,Matches,edd65ae0
276,Junior Kadile,fr FRA,MFFW,Famalicão,18,2002,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches,03b22796
277,Eduardo Kau,br BRA,DF,B-SAD,22,1999,1.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,4,1,Matches,306a0aae
278,Kewin,br BRA,GK,Moreirense,25,1995,15.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,13,1,Matches,aea1afc8
279,Hamidou Keyta,fr FRA,FWMF,Santa Clara,26,1994,0.8,1,0,0,0,1,0,2,0.0,2,2,0,2,0,1,1,0,Matches,4a396ae9
280,Naoufel Khacef,dz ALG,DFFW,Tondela,23,1997,9.6,17,10,10,5,2,9,22,40.9,13,4,0,4,14,31,16,0,Matches,a9b1ac11
281,Kobamelo Kodisang,za RSA,FW,Braga,21,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,7775516d
282,Philippe Koffi,fr FRA,FW,Paços,19,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,9f1c2822
283,Koffi Kouao,ci CIV,DF,Vizela,23,1998,21.0,57,39,41,11,5,35,53,66.0,18,12,1,11,39,96,47,0,Matches,32100829
284,Eboue Kouassi,ci CIV,MF,Arouca,23,1997,16.3,20,11,8,12,0,11,20,55.0,9,12,4,8,12,32,30,1,Matches,da270297
285,Stanislav Kritsyuk,ru RUS,GK,Gil Vicente FC,30,1990,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,b8798a46
286,Matías Lacava,ve VEN,FWMF,Tondela,18,2002,0.2,4,4,3,1,0,2,2,100.0,0,0,0,0,2,6,0,0,Matches,eeac2dfb
287,Derik Lacerda,br BRA,FWMF,Moreirense,21,1999,8.7,20,14,9,6,5,6,15,40.0,9,12,2,10,7,27,8,0,Matches,d028bfe9
288,Rúben Lameiras,pt POR,FWMF,Vitória,26,1994,17.0,20,11,10,8,2,13,28,46.4,15,15,0,15,5,25,6,0,Matches,656a96c6
289,Achraf Lazaar,ma MAR,DF,Portimonense,29,1992,2.7,7,6,6,0,1,3,7,42.9,4,2,1,1,5,12,14,0,Matches,957d41d2
290,Valentino Lazaro,at AUT,DFMF,Benfica,25,1996,11.4,13,9,4,7,2,8,17,47.1,9,17,2,15,11,24,14,0,Matches,016ff750
291,Antoine Léautey,fr FRA,FW,Gil Vicente FC,25,1996,16.2,14,9,2,9,3,5,15,33.3,10,12,0,12,10,24,1,0,Matches,f2350250
292,Daniel Leite,pt POR,GK,Estoril,23,1998,24.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2,Matches,f7c68686
293,Diogo Leite,pt POR,DF,Braga,22,1999,20.6,29,20,17,11,1,16,26,61.5,10,30,15,15,31,60,70,1,Matches,c4987edc
294,Helton Leite,br BRA,GK,Benfica,30,1990,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,e8918589
295,André Filipe Rio Liberal,pt POR,FW,Gil Vicente FC,18,2002,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,5560e858
296,Licá,pt POR,FWDF,B-SAD,32,1988,4.6,3,1,1,1,1,1,7,14.3,6,5,0,5,3,6,3,0,Matches,41d84fed
297,Nuno Lima,pt POR,DF,Paços,20,2001,10.8,20,11,17,3,0,15,28,53.6,13,16,10,6,13,33,44,1,Matches,a70b0a9f
298,Rúben Lima,pt POR,DFMF,Famalicão,31,1989,6.1,12,5,6,6,0,3,7,42.9,4,3,1,2,13,25,17,0,Matches,bd9be778
299,Lincoln,br BRA,MF,Santa Clara,22,1998,30.5,30,20,11,18,1,14,36,38.9,22,29,3,26,14,44,26,2,Matches,27504df8
300,Danny Loader,eng ENG,FWMF,Porto,20,2000,0.1,,0,,,,,,,,,,,0,,,,Matches,e9fda01d
301,André Lopes,pt POR,DF,B-SAD,19,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,f28f40ab
302,Bruno Lourenço,pt POR,FWMF,Estoril,23,1998,12.7,8,3,2,4,2,5,22,22.7,17,3,0,3,3,11,10,1,Matches,e8dd8ac7
303,André Luis,br BRA,FWMF,Moreirense,27,1994,14.8,8,5,0,4,4,2,13,15.4,11,15,1,14,2,10,17,0,Matches,2962bf2e
304,Andrija Luković,rs SRB,MF,B-SAD,26,1994,9.9,14,7,5,7,2,6,17,35.3,11,8,4,4,14,28,10,0,Matches,7cce7822
305,Luquinha,br BRA,MFFW,Portimonense,20,2000,6.1,9,6,4,3,2,5,17,29.4,12,8,0,8,3,12,0,0,Matches,2e25fa84
306,Rúben Macedo,pt POR,FWDF,Marítimo,25,1996,0.7,2,2,2,0,0,0,1,0.0,1,0,0,0,0,2,1,0,Matches,f1cc4c01
307,Maga,pt POR,DF,Vitória,22,1999,12.0,,17,,,,,,,,,,,19,,,,Matches,4fc99b71
308,Gaius Makouta,cg CGO,MF,Boavista,24,1997,28.0,45,27,20,22,3,21,46,45.7,25,18,4,14,35,80,31,1,Matches,0909f91d
309,Pedro Malheiro,pt POR,MFDF,Boavista,20,2001,9.9,27,14,20,4,3,19,29,65.5,10,13,0,13,30,57,16,0,Matches,73794ac1
310,Wilson Manafá,pt POR,DF,Porto,27,1994,2.9,6,3,3,2,1,4,6,66.7,2,3,1,2,2,8,7,0,Matches,e27fdbca
311,Sori Mané,gw GNB,MF,Moreirense,25,1996,5.5,9,5,3,5,1,7,17,41.2,10,4,1,3,4,13,11,0,Matches,6253c74b
312,Mansur,br BRA,DF,Santa Clara,28,1993,22.1,34,18,27,5,2,20,36,55.6,16,27,8,19,37,71,62,1,Matches,924081a5
313,Juan Manuel Boselli,uy URU,FWMF,Tondela,21,1999,9.5,10,7,5,3,2,3,9,33.3,6,10,1,9,3,13,6,0,Matches,1e39e56e
314,José Manuel Velázquez,ve VEN,DF,Arouca,30,1990,4.0,7,2,5,2,0,5,9,55.6,4,4,0,4,11,18,17,0,Matches,25338427
315,Maracás,br BRA,DF,Paços,27,1994,23.0,34,21,28,6,0,17,36,47.2,19,34,19,15,53,87,108,0,Matches,276127e4
316,Iván Marcano,es ESP,DF,Porto,34,1987,7.3,9,7,6,2,1,4,6,66.7,2,3,3,0,10,19,22,0,Matches,7a20d90a
317,Marcelo,br BRA,FWMF,Gil Vicente FC,24,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,d9d4881f
318,Agustín Marchesín,ar ARG,GK,Porto,33,1988,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,853b7c48
319,Abraham Marcus,ng NGA,FW,Portimonense,21,2000,0.9,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,2,0,Matches,b979fb26
320,Adrián Marín,es ESP,DFMF,Famalicão,24,1997,25.5,39,22,18,14,7,19,25,76.0,6,17,8,9,42,81,60,3,Matches,b7f2edff
321,João Mário,pt POR,MF,Benfica,28,1993,19.3,38,22,12,18,8,17,33,51.5,16,12,3,9,15,53,2,1,Matches,f0021247
322,João Mário Lopes,pt POR,DF,Porto,21,2000,22.9,41,28,16,21,4,26,60,43.3,34,25,1,24,28,69,23,0,Matches,82a39b66
323,Pedro David Rosendo Marques,pt POR,FWMF,Famalicão,23,1998,3.5,1,1,1,0,0,1,3,33.3,2,3,0,3,0,1,1,0,Matches,717f39e8
324,José Marsà,es ESP,DF,Sporting CP,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,b4ecc6b6
325,Toni Martínez,es ESP,FW,Porto,24,1997,5.3,3,1,0,2,1,1,3,33.3,2,5,0,5,0,3,5,0,Matches,f3945e07
326,Fábio Martins,pt POR,MFFW,Braga,28,1993,4.6,6,3,2,4,0,1,7,14.3,6,4,0,4,2,8,5,0,Matches,fb5022e4
327,Rafael Martins,br BRA,FW,Moreirense,32,1989,26.6,14,9,4,8,2,7,17,41.2,10,14,2,12,2,16,21,0,Matches,b7e1c3b5
328,Matheus,br BRA,GK,Braga,29,1992,32.0,1,0,1,0,0,1,3,33.3,2,0,0,0,1,2,15,1,Matches,ef3909cd
329,Ricardo Matos,pt POR,FWMF,Portimonense,21,2000,2.5,1,0,1,0,0,0,0,,0,0,0,0,1,2,3,0,Matches,52ee0234
330,Emmanuel Maviram,ng NGA,DF,Vizela,20,2001,0.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,Matches,3223d2ec
331,Chancel Mbemba,cd COD,DF,Porto,26,1994,30.9,25,15,16,8,1,13,17,76.5,4,16,11,5,25,50,83,1,Matches,e76cb9cc
332,Jordi Mboula,es ESP,FWMF,Estoril,22,1999,10.7,11,4,5,5,1,3,13,23.1,10,11,3,8,8,19,2,1,Matches,4887118d
333,Iuri Medeiros,pt POR,MFFW,Braga,27,1994,15.8,17,13,1,10,6,3,15,20.0,12,20,3,17,8,25,0,0,Matches,97e2aa67
334,Soualiho Meïté,fr FRA,MF,Benfica,27,1994,9.8,14,5,1,10,3,6,13,46.2,7,10,5,5,13,27,8,0,Matches,5cec2c74
335,Francisco Meixedo,pt POR,GK,Porto,20,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,a671ae50
336,Tiago Melo Almeida,pt POR,DFMF,Tondela,19,2001,20.6,43,28,22,19,2,24,37,64.9,13,16,6,10,26,69,45,0,Matches,cbdcc0ab
337,Diogo Mendes,pt POR,MF,Marítimo,23,1998,20.4,41,22,12,23,6,14,40,35.0,26,27,7,20,27,68,17,1,Matches,5c2383ee
338,Edmilson Mendes,gw GNB,FWMF,Paços,18,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,33b9e0e7
339,Nuno Mendes,pt POR,DF,Sporting CP,19,2002,1.3,3,2,0,2,1,2,4,50.0,2,1,0,1,1,4,1,0,Matches,f20e4cc9
340,Alexis Méndez,us USA,MFFW,Vizela,20,2000,16.1,27,12,12,12,3,10,26,38.5,16,5,1,4,13,40,9,0,Matches,fb5991a3
341,Ryotaro Meshino,jp JPN,FWMF,Estoril,23,1998,1.3,3,1,2,1,0,1,4,25.0,3,1,0,1,0,3,0,0,Matches,6bd13043
342,Fabrício dos Santos Messias,br BRA,FWMF,Portimonense,31,1990,14.8,10,7,3,5,2,3,10,30.0,7,9,2,7,2,12,12,0,Matches,9e9f2dac
343,João Miguel,pt POR,DF,Porto,21,2000,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,98e292bb
344,Milson,ao ANG,MF,Marítimo,21,1999,0.2,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,Matches,690f6e40
345,Lucas Mineiro,br BRA,MF,Braga,25,1996,6.2,10,5,0,9,1,3,10,30.0,7,8,1,7,2,12,9,0,Matches,53f1c5de
346,Kevin Mirallas,be BEL,FWMF,Moreirense,33,1987,3.3,3,1,1,2,0,0,2,0.0,2,1,0,1,1,4,0,0,Matches,aa51343f
347,Mohammad Mohebbi,ir IRN,FWMF,Santa Clara,22,1998,5.0,9,8,4,3,2,3,7,42.9,4,3,2,1,3,12,4,0,Matches,7b6b53c3
348,João Monteiro,pt POR,MF,B-SAD,20,2001,1.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches,0f984580
349,António Montez,pt POR,MF,B-SAD,19,2001,1.0,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,7,0,Matches,36bd724a
350,Morato,br BRA,DF,Benfica,20,2001,11.2,14,10,5,6,3,8,15,53.3,7,18,13,5,8,22,34,0,Matches,0f41e2ee
351,Diego Moreira,pt POR,FW,Benfica,16,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches,12de1b0d
