Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
529,Talocha,pt POR,DF,Gil Vicente FC,31,1989,30.9,28,18,11,15,2,11,20,55.0,9,17,10,7,29,57,95,0,Matches,99454b60
530,Douglas Tanque,br BRA,FW,Paços,27,1993,1.6,1,0,0,0,1,0,1,0.0,1,3,0,3,0,1,2,0,Matches,dbec03ba
531,Mehdi Taremi,ir IRN,FW,Porto,29,1992,26.9,11,2,3,4,4,5,27,18.5,22,29,0,29,14,25,17,1,Matches,4c2a5d34
532,David Tavares,pt POR,MF,Famalicão,22,1999,5.0,13,5,7,5,1,7,15,46.7,8,3,2,1,3,16,4,0,Matches,70bc68ef
533,Gilson Tavares,cv CPV,FW,Estoril,19,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches,eae26fce
534,Heriberto Tavares,pt POR,FWMF,Famalicão,24,1997,8.4,15,11,6,5,4,7,22,31.8,15,13,2,11,6,21,11,0,Matches,2d9f280e
535,Yohan Tavares,pt POR,DF,B-SAD,33,1988,28.0,44,26,36,6,2,23,37,62.2,14,38,23,15,31,75,97,1,Matches,a885714c
536,André Teles,pt POR,MF,Marítimo,24,1997,1.2,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,Matches,5363c7e7
537,Guo Tianyu,cn CHN,FW,Vizela,22,1999,0.4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches,89de0c1c
538,Tiago Tomás,pt POR,MFFW,Sporting CP,19,2002,1.9,3,2,0,3,0,1,5,20.0,4,7,0,7,2,5,0,0,Matches,b492126a
539,Vítor Tormena,br BRA,DF,Braga,25,1996,20.7,13,9,6,7,0,9,20,45.0,11,16,9,7,28,41,65,2,Matches,ed1cc44a
540,Pedro Trigueira,pt POR,GK,Tondela,33,1988,28.9,1,0,1,0,0,1,3,33.3,2,2,0,2,1,2,17,2,Matches,00d19548
541,Matouš Trmal,cz CZE,GK,Vitória,22,1998,9.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,1,Matches,393f7c58
542,Manuel Ugarte Ribeiro,uy URU,MF,Sporting CP,20,2001,12.3,45,24,10,28,7,24,56,42.9,32,27,0,27,29,74,8,0,Matches,c9817014
543,Zé Uilton,br BRA,FWDF,Paços,29,1992,21.0,23,12,10,9,4,11,27,40.7,16,10,1,9,22,45,26,0,Matches,31737d6f
544,Iker Undabarrena,es ESP,MF,Tondela,26,1995,22.3,40,28,22,14,4,26,54,48.1,28,26,6,20,35,75,27,1,Matches,ed21e2f8
545,Mateus Uribe,co COL,MF,Porto,30,1991,22.1,64,41,25,36,3,26,61,42.6,35,16,4,12,35,99,28,0,Matches,b997c3de
546,Eugeni Valderrama,es ESP,MF,Arouca,27,1994,5.9,12,5,3,9,0,6,13,46.2,7,5,1,4,6,18,0,0,Matches,a75b4071
547,Rodrigo Valente,pt POR,MFFW,Estoril,20,2001,0.5,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0,Matches,f27fee09
548,Bruno Varela,pt POR,GK,Vitória,26,1994,25.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,16,0,Matches,2bea06e0
549,Nilton Varela,pt POR,DFMF,B-SAD,20,2001,8.7,18,12,12,6,0,8,18,44.4,10,19,2,17,15,33,9,0,Matches,c5c22733
550,Luciano Vega,ar ARG,MF,Estoril,21,1999,1.2,3,3,1,2,0,1,3,33.3,2,1,0,1,1,4,2,0,Matches,e6428440
551,Igor Vekič,si SVN,GK,Paços,23,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,fcc5a185
552,Calvin Verdonk,nl NED,FW,Famalicão,24,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,bf2b4026
553,Lucas Veríssimo,br BRA,DF,Benfica,26,1995,9.3,16,9,6,8,2,12,20,60.0,8,7,5,2,17,33,29,0,Matches,5eaf85b5
554,Jan Vertonghen,be BEL,DF,Benfica,34,1987,27.6,33,21,14,14,5,16,30,53.3,14,21,16,5,33,66,76,0,Matches,ba23a904
555,Paulo Victor Vidotti,br BRA,GK,Marítimo,34,1987,30.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,17,2,Matches,68a3e731
556,André Vidigal,pt POR,FWMF,Marítimo,22,1998,23.9,28,16,10,14,4,8,20,40.0,12,17,0,17,9,37,15,1,Matches,3f332394
557,Fabio Vieira,pt POR,MFFW,Porto,21,2000,14.8,19,14,1,13,5,10,20,50.0,10,10,0,10,10,29,7,0,Matches,6412cc03
558,Mikel Villanueva,ve VEN,DF,Santa Clara,28,1993,19.8,22,17,16,6,0,16,26,61.5,10,18,14,4,35,57,80,2,Matches,65f90a76
559,Rúben Vinagre,pt POR,DFMF,Sporting CP,22,1999,6.0,13,9,5,5,3,4,10,40.0,6,4,0,4,6,19,7,0,Matches,b937e490
560,Carlos Vinícius,br BRA,FW,Benfica,26,1995,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,8b529245
561,João Virgínia,pt POR,GK,Sporting CP,21,1999,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,728e9b2e
562,Bernardo Vital,pt POR,DF,Estoril,20,2000,15.4,6,4,3,3,0,4,9,44.4,5,26,23,3,10,16,58,0,Matches,3264a506
563,Vitinha,pt POR,MF,Porto,21,2000,25.0,49,30,11,28,10,23,41,56.1,18,25,4,21,36,85,14,1,Matches,3b029691
564,Vitinha,pt POR,FW,Braga,21,2000,16.4,19,12,1,9,9,4,16,25.0,12,13,4,9,7,26,19,0,Matches,74d4cec6
565,Steven Vitória,ca CAN,DF,Moreirense,34,1987,15.8,12,7,7,4,1,5,10,50.0,5,16,9,7,11,23,74,0,Matches,9bc450e6
566,Odisseas Vlachodimos,gr GRE,GK,Benfica,27,1994,32.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,10,1,Matches,03df04ff
567,Ilija Vukotić,me MNE,MF,Boavista,22,1999,9.0,14,5,6,8,0,5,15,33.3,10,10,7,3,6,20,11,0,Matches,8ff37fd4
568,Luca Waldschmidt,de GER,FWMF,Benfica,25,1996,1.6,3,2,0,3,0,0,0,,0,2,0,2,0,3,1,0,Matches,e5a35ae9
569,Walterson,br BRA,FWMF,Moreirense,26,1994,15.8,36,23,12,16,8,12,41,29.3,29,15,1,14,16,52,9,0,Matches,8eebb330
570,Julian Weigl,de GER,MF,Benfica,25,1995,26.8,57,36,16,36,5,31,48,64.6,17,34,7,27,40,97,47,1,Matches,346d51d9
571,Wendell,br BRA,DF,Porto,28,1993,10.6,31,18,11,13,7,17,27,63.0,10,14,2,12,13,44,19,0,Matches,f9acca3a
572,Willyan,br BRA,DFMF,Portimonense,26,1995,23.7,53,30,33,17,3,25,40,62.5,15,27,15,12,47,100,105,0,Matches,577d7bf9
573,Bruno Wilson,pt POR,DF,Vizela,24,1996,15.8,16,11,10,6,0,8,13,61.5,5,19,14,5,23,39,56,0,Matches,965fc36d
574,Cláudio Winck,br BRA,DF,Marítimo,27,1994,28.6,59,40,28,26,5,38,73,52.1,35,36,10,26,27,86,63,0,Matches,a71dc814
575,Xadas,pt POR,MFFW,Marítimo,23,1997,14.6,21,14,7,13,1,12,25,48.0,13,15,2,13,4,25,2,0,Matches,4f182a8f
576,António Xavier,pt POR,FWMF,Estoril,29,1992,7.2,6,6,1,4,1,3,13,23.1,10,6,0,6,7,13,3,0,Matches,2225475a
577,Roman Yaremchuk,ua UKR,FW,Benfica,25,1995,11.9,5,3,0,4,1,2,5,40.0,3,3,0,3,0,5,5,0,Matches,cb641b9d
578,Hugues Zagbayou,ci CIV,MF,Vizela,31,1990,4.3,9,5,1,8,0,3,6,50.0,3,5,1,4,6,15,2,0,Matches,769808b7
579,Ivan Zlobin,ru RUS,GK,Famalicão,24,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,d8fe652c
580,Kévin Zohi,ml MLI,FW,Vizela,24,1996,9.2,10,6,5,5,0,2,9,22.2,7,10,0,10,5,15,11,0,Matches,775185ae
581,Emilijus Zubas,lt LTU,GK,Arouca,31,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,5635834c
