Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
528,Afonso Taira,pt POR,MF,B-SAD,29,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d5696a58
529,Talocha,pt POR,DF,Gil Vicente FC,31,1989,30.9,0,26,8,30.8,0.84,0.26,0.00,0.00,18.3,1,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches,99454b60
530,Douglas Tanque,br BRA,FW,Paços,27,1993,1.6,1,12,4,33.3,7.55,2.52,0.08,0.25,17.1,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches,dbec03ba
531,Mehdi Taremi,ir IRN,FW,Porto,29,1992,26.9,20,94,36,38.3,3.49,1.34,0.15,0.39,14.9,2,6,7,20.3,15.5,0.17,-0.3,-1.5,Matches,4c2a5d34
532,David Tavares,pt POR,MF,Famalicão,22,1999,5.0,0,5,1,20.0,1.00,0.20,0.00,0.00,26.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,70bc68ef
533,Gilson Tavares,cv CPV,FW,Estoril,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,eae26fce
534,Heriberto Tavares,pt POR,FWMF,Famalicão,24,1997,8.4,1,26,6,23.1,3.09,0.71,0.04,0.17,17.4,0,0,0,1.9,1.9,0.07,-0.9,-0.9,Matches,2d9f280e
535,Yohan Tavares,pt POR,DF,B-SAD,33,1988,28.0,0,2,0,0.0,0.07,0.00,0.00,,8.0,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches,a885714c
536,André Teles,pt POR,MF,Marítimo,24,1997,1.2,0,3,0,0.0,2.48,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,5363c7e7
537,Guo Tianyu,cn CHN,FW,Vizela,22,1999,0.4,0,1,0,0.0,2.73,0.00,0.00,,11.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,89de0c1c
538,Tiago Tomás,pt POR,MFFW,Sporting CP,19,2002,1.9,0,6,3,50.0,3.16,1.58,0.00,0.00,17.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,b492126a
539,Vítor Tormena,br BRA,DF,Braga,25,1996,20.7,0,6,0,0.0,0.29,0.00,0.00,,12.0,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches,ed1cc44a
540,Pedro Trigueira,pt POR,GK,Tondela,33,1988,28.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,00d19548
541,Matouš Trmal,cz CZE,GK,Vitória,22,1998,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,393f7c58
542,Manuel Ugarte Ribeiro,uy URU,MF,Sporting CP,20,2001,12.3,0,7,0,0.0,0.57,0.00,0.00,,30.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,c9817014
543,Zé Uilton,br BRA,FWDF,Paços,29,1992,21.0,1,21,9,42.9,1.00,0.43,0.05,0.11,17.8,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches,31737d6f
544,Iker Undabarrena,es ESP,MF,Tondela,26,1995,22.3,2,9,2,22.2,0.40,0.09,0.22,1.00,23.9,0,0,0,0.4,0.4,0.04,+1.6,+1.6,Matches,ed21e2f8
545,Mateus Uribe,co COL,MF,Porto,30,1991,22.1,1,26,8,30.8,1.18,0.36,0.04,0.13,20.5,1,0,0,1.9,1.9,0.07,-0.9,-0.9,Matches,b997c3de
546,Eugeni Valderrama,es ESP,MF,Arouca,27,1994,5.9,0,10,2,20.0,1.70,0.34,0.00,0.00,24.3,3,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,a75b4071
547,Rodrigo Valente,pt POR,MFFW,Estoril,20,2001,0.5,0,1,1,100.0,2.14,2.14,0.00,0.00,25.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,f27fee09
548,Bruno Varela,pt POR,GK,Vitória,26,1994,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2bea06e0
549,Nilton Varela,pt POR,DFMF,B-SAD,20,2001,8.7,1,7,3,42.9,0.81,0.35,0.14,0.33,18.4,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,c5c22733
550,Luciano Vega,ar ARG,MF,Estoril,21,1999,1.2,0,1,0,0.0,0.81,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,e6428440
551,Igor Vekič,si SVN,GK,Paços,23,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fcc5a185
552,Calvin Verdonk,nl NED,FW,Famalicão,24,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bf2b4026
553,Lucas Veríssimo,br BRA,DF,Benfica,26,1995,9.3,3,10,5,50.0,1.08,0.54,0.30,0.60,10.7,0,0,0,1.5,1.5,0.15,+1.5,+1.5,Matches,5eaf85b5
554,Jan Vertonghen,be BEL,DF,Benfica,34,1987,27.6,0,19,7,36.8,0.69,0.25,0.00,0.00,11.4,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches,ba23a904
555,Paulo Victor Vidotti,br BRA,GK,Marítimo,34,1987,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,68a3e731
556,André Vidigal,pt POR,FWMF,Marítimo,22,1998,23.9,1,37,9,24.3,1.55,0.38,0.03,0.11,20.6,0,0,0,3.0,3.0,0.08,-2.0,-2.0,Matches,3f332394
557,Fabio Vieira,pt POR,MFFW,Porto,21,2000,14.8,6,46,12,26.1,3.12,0.81,0.13,0.50,22.2,5,0,0,3.7,3.6,0.08,+2.3,+2.4,Matches,6412cc03
558,Mikel Villanueva,ve VEN,DF,Santa Clara,28,1993,19.8,0,5,1,20.0,0.25,0.05,0.00,0.00,9.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,65f90a76
559,Rúben Vinagre,pt POR,DFMF,Sporting CP,22,1999,6.0,0,1,0,0.0,0.17,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,b937e490
560,Carlos Vinícius,br BRA,FW,Benfica,26,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8b529245
561,João Virgínia,pt POR,GK,Sporting CP,21,1999,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,728e9b2e
562,Bernardo Vital,pt POR,DF,Estoril,20,2000,15.4,1,4,2,50.0,0.26,0.13,0.25,0.50,10.5,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches,3264a506
563,Vitinha,pt POR,MF,Porto,21,2000,25.0,2,62,26,41.9,2.48,1.04,0.03,0.08,25.3,6,0,0,3.2,3.2,0.05,-1.2,-1.2,Matches,3b029691
564,Vitinha,pt POR,FW,Braga,21,2000,16.4,7,46,19,41.3,2.81,1.16,0.15,0.37,15.3,0,0,0,5.6,5.6,0.12,+1.4,+1.4,Matches,74d4cec6
565,Steven Vitória,ca CAN,DF,Moreirense,34,1987,15.8,2,18,4,22.2,1.14,0.25,0.06,0.25,13.9,3,1,2,4.3,2.7,0.15,-2.3,-1.7,Matches,9bc450e6
566,Odisseas Vlachodimos,gr GRE,GK,Benfica,27,1994,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,03df04ff
567,Ilija Vukotić,me MNE,MF,Boavista,22,1999,9.0,0,5,2,40.0,0.56,0.22,0.00,0.00,17.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,8ff37fd4
568,Luca Waldschmidt,de GER,FWMF,Benfica,25,1996,1.6,2,5,4,80.0,3.21,2.57,0.40,0.50,11.8,1,0,0,1.7,1.7,0.34,+0.3,+0.3,Matches,e5a35ae9
569,Walterson,br BRA,FWMF,Moreirense,26,1994,15.8,1,26,11,42.3,1.64,0.69,0.04,0.09,21.1,1,0,0,2.8,2.8,0.11,-1.8,-1.8,Matches,8eebb330
570,Julian Weigl,de GER,MF,Benfica,25,1995,26.8,2,19,4,21.1,0.71,0.15,0.11,0.50,21.7,0,0,0,1.5,1.5,0.08,+0.5,+0.5,Matches,346d51d9
571,Wendell,br BRA,DF,Porto,28,1993,10.6,1,6,3,50.0,0.57,0.28,0.17,0.33,18.7,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,f9acca3a
572,Willyan,br BRA,DFMF,Portimonense,26,1995,23.7,1,21,3,14.3,0.89,0.13,0.05,0.33,14.1,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches,577d7bf9
573,Bruno Wilson,pt POR,DF,Vizela,24,1996,15.8,1,16,3,18.8,1.01,0.19,0.06,0.33,10.1,0,0,0,1.8,1.8,0.11,-0.8,-0.8,Matches,965fc36d
574,Cláudio Winck,br BRA,DF,Marítimo,27,1994,28.6,4,27,10,37.0,0.94,0.35,0.15,0.40,20.8,2,0,0,1.6,1.6,0.06,+2.4,+2.4,Matches,a71dc814
575,Xadas,pt POR,MFFW,Marítimo,23,1997,14.6,3,32,11,34.4,2.19,0.75,0.09,0.27,26.8,5,0,0,1.3,1.3,0.04,+1.7,+1.7,Matches,4f182a8f
576,António Xavier,pt POR,FWMF,Estoril,29,1992,7.2,0,5,3,60.0,0.69,0.41,0.00,0.00,18.5,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches,2225475a
577,Roman Yaremchuk,ua UKR,FW,Benfica,25,1995,11.9,6,30,13,43.3,2.53,1.10,0.20,0.46,14.0,0,0,0,6.9,6.9,0.23,-0.9,-0.9,Matches,cb641b9d
578,Hugues Zagbayou,ci CIV,MF,Vizela,31,1990,4.3,0,2,0,0.0,0.47,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,769808b7
579,Ivan Zlobin,ru RUS,GK,Famalicão,24,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d8fe652c
580,Kévin Zohi,ml MLI,FW,Vizela,24,1996,9.2,0,20,2,10.0,2.18,0.22,0.00,0.00,15.2,0,0,0,2.2,2.2,0.11,-2.2,-2.2,Matches,775185ae
581,Emilijus Zubas,lt LTU,GK,Arouca,31,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5635834c
