Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
44,Gustavo Assuncao,pt POR,MF,Famalicão,21,2000,6.7,0,8,2,25.0,1.19,0.30,0.00,0.00,24.0,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,065c8786
45,Fernando Augusto,br BRA,GK,Arouca,24,1997,6.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b8a82624
46,Javier Avilés,es ESP,MFFW,Tondela,23,1997,1.7,0,1,0,0.0,0.59,0.00,0.00,,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,53ddba36
47,Chidozie Awaziem,ng NGA,DF,Boavista,24,1997,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,70d8e84c
48,Abdoulaye Ba,sn SEN,DF,Arouca,30,1991,14.9,0,6,1,16.7,0.40,0.07,0.00,0.00,16.3,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches,1f54ed90
49,Abdoulaye Ba,sn SEN,DF,Moreirense,30,1991,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,23.4,1,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,1f54ed90
50,Marco Baixinho,pt POR,DF,Paços,32,1989,24.3,0,7,1,14.3,0.29,0.04,0.00,0.00,12.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,11db0750
51,Ibrahima Bamba,ci CIV,MF,Vitória,19,2002,3.3,0,2,0,0.0,0.61,0.00,0.00,,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,09327ec3
52,Daniel Bandeira,pt POR,MF,Vitória,21,2000,0.2,0,1,0,0.0,4.09,0.00,0.00,,28.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,56fca564
53,Simon Banza,fr FRA,FW,Famalicão,24,1996,25.9,14,77,41,53.2,2.98,1.58,0.17,0.32,13.2,1,1,2,13.3,11.7,0.16,+0.7,+1.3,Matches,be47b750
54,Yves Baraye,sn SEN,FWMF,B-SAD,29,1992,11.8,2,15,5,33.3,1.27,0.42,0.13,0.40,16.5,1,0,0,2.0,2.0,0.13,0.0,0.0,Matches,9cf87d33
55,Rafael Barbosa,pt POR,MFFW,Tondela,25,1996,19.2,2,30,17,56.7,1.56,0.88,0.07,0.12,20.3,1,0,0,3.2,3.2,0.11,-1.2,-1.2,Matches,2a34574e
56,Romário Baró,pt POR,MF,Estoril,21,2000,4.3,0,7,1,14.3,1.64,0.23,0.00,0.00,21.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,a4e16ab4
57,Oscar Barreto,co COL,FWMF,Santa Clara,28,1993,3.9,0,8,2,25.0,2.06,0.51,0.00,0.00,17.7,0,0,0,1.0,1.0,0.13,-1.0,-1.0,Matches,9964fc60
58,Gil Bastião Dias,pt POR,DFFW,Benfica,24,1996,7.3,1,14,5,35.7,1.93,0.69,0.07,0.20,20.7,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches,e61bdd69
59,Dylan Batubinsika,fr FRA,DF,Famalicão,25,1996,16.7,1,8,1,12.5,0.48,0.06,0.13,1.00,7.8,0,0,0,1.7,1.7,0.22,-0.7,-0.7,Matches,37d39918
60,Clésio Baúque,mz MOZ,DFFW,Marítimo,26,1994,5.3,0,5,2,40.0,0.95,0.38,0.00,0.00,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,c9b32c60
61,Bebeto,br BRA,DFMF,Tondela,31,1990,15.4,0,3,0,0.0,0.20,0.00,0.00,,22.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,835e8327
62,Alireza Beiranvand,ir IRN,GK,Boavista,28,1992,7.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6ca0b04a
63,Stefano Beltrame,it ITA,MF,Marítimo,28,1993,15.4,1,18,5,27.8,1.17,0.32,0.06,0.20,25.2,4,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches,b50a9c75
64,Berna,pt POR,MF,Braga,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1c14c246
65,Paulo Bernardo,pt POR,MF,Benfica,19,2002,8.7,0,18,5,27.8,2.08,0.58,0.00,0.00,19.1,0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches,4142f132
66,Beto,gw GNB,FW,Portimonense,23,1998,3.0,2,7,4,57.1,2.36,1.35,0.29,0.50,10.9,0,0,0,1.3,1.3,0.19,+0.7,+0.7,Matches,ed5c0319
67,Aylton Boa Morte,pt POR,FWMF,Portimonense,27,1993,12.3,3,15,5,33.3,1.22,0.41,0.13,0.40,18.5,0,1,1,1.6,0.8,0.05,+1.4,+1.2,Matches,b0332f23
68,Kennedy Boateng,tg TOG,DF,Santa Clara,24,1996,23.3,0,13,1,7.7,0.56,0.04,0.00,0.00,8.7,0,0,0,1.6,1.6,0.12,-1.6,-1.6,Matches,8ac5a646
69,Kiko Bondoso,pt POR,FW,Vizela,25,1995,30.2,6,45,15,33.3,1.49,0.50,0.13,0.40,16.4,0,0,0,4.6,4.6,0.10,+1.4,+1.4,Matches,eb60757f
70,Trova Boni,bf BFA,MF,B-SAD,21,1999,4.9,0,1,0,0.0,0.20,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,43aea3c8
71,Toni Borevkovic,hr CRO,DF,Vitória,24,1997,22.1,0,9,2,22.2,0.41,0.09,0.00,0.00,11.2,0,0,0,1.3,1.3,0.15,-1.3,-1.3,Matches,d05eeced
72,Gonçalo Borges,pt POR,MF,Porto,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4d1c4a5d
73,Neto Borges,br BRA,DFMF,Tondela,24,1996,23.7,1,14,4,28.6,0.59,0.17,0.07,0.25,20.2,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches,9f936061
74,Pedro Borges,br BRA,MF,Tondela,24,1997,22.1,2,12,6,50.0,0.54,0.27,0.17,0.33,17.6,0,0,0,1.5,1.5,0.13,+0.5,+0.5,Matches,5bb699c4
75,Mohamed Bouldini,ma MAR,FW,Santa Clara,25,1995,1.7,0,9,2,22.2,5.33,1.18,0.00,0.00,10.2,0,0,0,1.6,1.6,0.18,-1.6,-1.6,Matches,bcd0b89f
76,Rafael Bracalli,br BRA,GK,Boavista,40,1981,26.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5f7d2dfe
77,Victor Braga,br BRA,GK,Arouca,29,1992,23.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,871b35e7
78,Daniel Bragança,pt POR,MF,Sporting CP,22,1999,8.7,2,14,5,35.7,1.62,0.58,0.14,0.40,23.0,0,0,0,1.3,1.3,0.09,+0.7,+0.7,Matches,0c152537
79,Pedro Brazão,pt POR,MFFW,Famalicão,18,2002,4.2,1,4,2,50.0,0.96,0.48,0.25,0.50,15.2,0,0,0,0.6,0.6,0.15,+0.4,+0.4,Matches,0589c701
80,Brunão,br BRA,MF,Arouca,24,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b1ed8257
81,Bruninho,br BRA,FW,Arouca,22,1999,3.3,1,27,8,29.6,8.21,2.43,0.04,0.13,15.5,0,0,0,2.4,2.4,0.09,-1.4,-1.4,Matches,6d31b1da
82,David Bruno,pt POR,DF,Estoril,29,1992,13.5,0,2,1,50.0,0.15,0.07,0.00,0.00,26.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,4b9e5cba
83,Matheus Bueno,br BRA,MFFW,Gil Vicente FC,23,1998,7.3,1,10,3,30.0,1.37,0.41,0.10,0.33,21.9,1,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches,e90ec8d0
84,André Bukia,cd COD,FWMF,Arouca,26,1995,28.5,4,55,11,20.0,1.93,0.39,0.07,0.36,21.7,1,0,0,4.3,4.3,0.08,-0.3,-0.3,Matches,f9a92ea5
85,Leonardo Buta,pt POR,DF,Braga,19,2002,1.5,0,1,0,0.0,0.68,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,dee3d535
86,Adrián Butzke,es ESP,FW,Paços,22,1999,6.4,2,13,4,30.8,2.02,0.62,0.15,0.50,17.7,0,0,0,1.1,1.1,0.08,+0.9,+0.9,Matches,505dce2b
87,Jovane Cabral,cv CPV,MFFW,Sporting CP,23,1998,3.8,1,8,1,12.5,2.09,0.26,0.13,1.00,16.6,0,0,1,1.6,0.8,0.10,-0.6,+0.2,Matches,e34e086c
88,Paulo Henrique Rodrigues Cabral,pt POR,DF,Santa Clara,24,1996,13.9,0,8,1,12.5,0.58,0.07,0.00,0.00,10.9,0,0,0,1.1,1.1,0.13,-1.1,-1.1,Matches,750e1b50
89,Jhonder Cádiz,ve VEN,FWDF,Famalicão,26,1995,5.0,1,21,9,42.9,4.22,1.81,0.05,0.11,14.2,0,0,0,2.3,2.3,0.11,-1.3,-1.3,Matches,e8edfdc9
90,João Caiado,pt POR,FW,Gil Vicente FC,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,508433d7
91,Juan Calero,co COL,FW,Gil Vicente FC,22,1998,1.6,1,3,1,33.3,1.90,0.63,0.33,1.00,17.8,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches,9a179298
92,Diogo Calila,pt POR,DFMF,B-SAD,22,1998,21.3,0,3,1,33.3,0.14,0.05,0.00,0.00,29.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,32044ced
93,Rafael Camacho,pt POR,FWMF,B-SAD,21,2000,9.8,0,20,7,35.0,2.05,0.72,0.00,0.00,21.7,2,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches,91b43c98
94,Abel Camará,gw GNB,FW,B-SAD,31,1990,17.3,5,47,18,38.3,2.71,1.04,0.11,0.28,14.6,0,0,0,6.1,6.1,0.13,-1.1,-1.1,Matches,be80b225
95,Ibrahima Camará,gn GUI,MF,Moreirense,22,1999,18.9,0,35,6,17.1,1.86,0.32,0.00,0.00,24.8,3,0,1,2.2,1.4,0.04,-2.2,-1.4,Matches,922f894e
96,Gastón Campi,ar ARG,DF,Arouca,30,1991,4.0,0,3,0,0.0,0.75,0.00,0.00,,13.0,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,74223a01
97,Fali Candé,gw GNB,DF,Portimonense,23,1998,14.6,1,10,3,30.0,0.69,0.21,0.10,0.33,27.3,4,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches,3cc4bb19
98,Francis Cann,gh GHA,FWMF,Vizela,23,1998,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,27.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,b182800f
99,Reggie Cannon,us USA,DF,Boavista,23,1998,19.0,0,4,0,0.0,0.21,0.00,0.00,,24.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,ad9ffc7e
100,Fábio Cardoso,pt POR,DF,Porto,27,1994,12.0,0,5,0,0.0,0.42,0.00,0.00,,12.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,4a5839fa
101,Carlinhos,br BRA,MF,Portimonense,27,1994,25.4,3,46,15,32.6,1.81,0.59,0.07,0.20,26.6,8,0,1,2.9,2.1,0.05,+0.1,+0.9,Matches,e19ca5b9
102,Carlos,br BRA,FW,Santa Clara,25,1995,2.0,2,9,1,11.1,4.50,0.50,0.11,1.00,20.5,0,1,1,1.6,0.8,0.09,+0.4,+0.2,Matches,901e930c
103,José Carlos,pt POR,DF,Gil Vicente FC,23,1998,27.3,0,8,2,25.0,0.29,0.07,0.00,0.00,21.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,4e2da7f7
104,Luíz Carlos,br BRA,MF,Paços,36,1985,28.9,0,11,1,9.1,0.38,0.03,0.00,0.00,23.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,296f0b3f
105,João Carlos Teixeira,pt POR,FWMF,Famalicão,28,1993,8.8,2,15,7,46.7,1.70,0.79,0.13,0.29,19.2,0,0,0,1.3,1.3,0.10,+0.7,+0.7,Matches,601299e9
106,David Carmo,pt POR,DF,Braga,22,1999,11.0,0,4,1,25.0,0.36,0.09,0.00,0.00,12.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,3ce20eda
107,Carraça,pt POR,DFMF,B-SAD,28,1993,24.5,0,31,7,22.6,1.26,0.29,0.00,0.00,28.1,10,0,0,1.4,1.4,0.05,-1.4,-1.4,Matches,d96144c9
108,Anderson Carvalho,br BRA,MF,Santa Clara,31,1990,21.1,0,21,1,4.8,1.00,0.05,0.00,0.00,23.1,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches,043168bf
109,Duarte Carvalho,pt POR,MF,Estoril,19,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,de3e9cf9
110,Martim Carvalho,pt POR,MF,Benfica,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f98c4f0a
111,Vitor Carvalho,br BRA,MF,Gil Vicente FC,24,1997,24.8,0,15,3,20.0,0.60,0.12,0.00,0.00,19.4,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches,adc77724
112,Cassiano,br BRA,FW,Vizela,32,1989,17.7,7,46,11,23.9,2.61,0.62,0.13,0.55,14.9,2,1,1,6.8,6.0,0.13,+0.2,0.0,Matches,46fa8966
113,Mateo Cassierra,co COL,FW,B-SAD,24,1997,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0f714df2
114,Moises Castillo,co COL,DFFW,Marítimo,20,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0057a058
115,André Castro,pt POR,MF,Braga,33,1988,12.8,0,14,4,28.6,1.10,0.31,0.00,0.00,12.8,0,0,0,1.6,1.6,0.12,-1.6,-1.6,Matches,37d0048f
116,Tomás Castro,pt POR,MF,B-SAD,22,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3e5f2323
117,Geny Catamo,mz MOZ,DF,Sporting CP,20,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,28cb9f21
118,Geny Catamo,mz MOZ,FWMF,Vitória,20,2001,2.5,0,8,1,12.5,3.16,0.39,0.00,0.00,23.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,28cb9f21
119,Charles,br BRA,GK,Vizela,27,1994,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9dadc297
120,Francisco Chico,pt POR,MFFW,B-SAD,23,1998,6.1,0,4,1,25.0,0.66,0.16,0.00,0.00,12.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,647bf324
121,Fábio China,pt POR,DF,Marítimo,29,1992,6.4,0,2,1,50.0,0.31,0.16,0.00,0.00,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,8c014897
122,Chiquinho,pt POR,FW,Estoril,21,2000,9.3,3,20,7,35.0,2.15,0.75,0.15,0.43,17.6,2,0,0,1.8,1.8,0.09,+1.2,+1.2,Matches,dc6c2f02
123,Chiquinho,pt POR,MFFW,Braga,26,1995,2.3,0,5,3,60.0,2.18,1.31,0.00,0.00,16.0,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches,262e5a82
124,André Clóvis,br BRA,FW,Estoril,23,1997,9.7,1,21,6,28.6,2.16,0.62,0.05,0.17,15.7,0,0,1,2.6,1.9,0.09,-1.6,-0.9,Matches,42995526
125,Sebastián Coates,uy URU,DF,Sporting CP,30,1990,29.3,2,33,11,33.3,1.13,0.38,0.06,0.18,10.3,0,0,0,3.7,3.6,0.11,-1.7,-1.6,Matches,1fbbfbde
126,Racine Coly,sn SEN,DF,Estoril,25,1995,1.9,0,1,0,0.0,0.53,0.00,0.00,,32.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,166a981d
127,Francisco Conceição,pt POR,MFFW,Porto,18,2002,5.5,2,25,8,32.0,4.58,1.47,0.08,0.25,14.6,0,0,0,2.8,2.8,0.11,-0.8,-0.8,Matches,5ef3d210
128,Rodrigo Conceição,pt POR,DFMF,Moreirense,21,2000,4.3,0,1,0,0.0,0.23,0.00,0.00,,15.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,6fee9966
129,Abdu Conté,pt POR,DFMF,Moreirense,23,1998,15.3,0,5,1,20.0,0.33,0.07,0.00,0.00,13.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,cfa49cc1
130,Jeriel Córdova,ve VEN,FWMF,Boavista,19,2002,2.3,2,8,3,37.5,3.43,1.29,0.25,0.67,12.1,0,0,0,1.5,1.5,0.19,+0.5,+0.5,Matches,8898f8a2
131,Jesús Corona,mx MEX,DFMF,Porto,28,1993,4.3,0,3,2,66.7,0.70,0.46,0.00,0.00,12.7,0,0,0,0.6,0.6,0.21,-0.6,-0.6,Matches,fb938d24
132,Rui Filipe Cunha Correia,pt POR,MF,Santa Clara,26,1995,13.4,0,5,1,20.0,0.37,0.07,0.00,0.00,22.9,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,34270aeb
133,Bruno Xavier Almeida Costa,pt POR,MFDF,Porto,24,1997,7.5,0,7,3,42.9,0.94,0.40,0.00,0.00,25.5,1,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,7b4c1f6e
134,Diogo Costa,pt POR,GK,Porto,21,1999,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,93fffbcf
135,Edgar Costa,pt POR,MFFW,Marítimo,34,1987,14.4,1,20,4,20.0,1.39,0.28,0.05,0.25,28.2,3,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches,95469c7f
136,Matheus Costa,br BRA,DF,Marítimo,26,1995,21.1,5,15,9,60.0,0.71,0.43,0.33,0.56,9.4,0,0,0,2.7,2.7,0.18,+2.3,+2.3,Matches,3b87c918
137,Murilo Costa,br BRA,FWMF,Gil Vicente FC,26,1994,9.4,2,28,14,50.0,2.99,1.49,0.07,0.14,20.3,0,0,0,2.7,2.7,0.10,-0.7,-0.7,Matches,85733f33
138,Diogo Costa Rodrigues,pt POR,MF,Portimonense,21,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a6f248e1
139,Rui Costa,pt POR,FW,Santa Clara,25,1996,21.8,5,55,21,38.2,2.52,0.96,0.09,0.24,21.1,0,0,0,7.0,7.0,0.13,-2.0,-2.0,Matches,ee43adcd
140,Tomás Costa Silva,pt POR,FWMF,Vizela,21,1999,0.4,0,2,1,50.0,4.62,2.31,0.00,0.00,9.5,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches,4cf7d718
141,Vitor Costa,br BRA,DF,Marítimo,27,1994,28.4,0,14,1,7.1,0.49,0.04,0.00,0.00,24.7,5,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,e28ae695
142,Costinha,pt POR,FW,Santa Clara,28,1992,0.9,0,2,0,0.0,2.34,0.00,0.00,,30.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,af857562
143,Filipe Couto,pt POR,MF,Marítimo,27,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a289c752
144,Yan Couto,br BRA,DFMF,Braga,19,2002,20.0,1,18,2,11.1,0.90,0.10,0.06,0.50,19.0,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches,1944818c
145,Crespo,pt POR,MFFW,Estoril,24,1996,2.9,1,2,1,50.0,0.69,0.34,0.50,1.00,16.0,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches,922dfade
146,Sandro Cruz,pt POR,DF,Benfica,20,2001,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e9543ec7
147,Crysan,br BRA,FW,Santa Clara,25,1996,15.9,7,43,19,44.2,2.71,1.20,0.14,0.32,16.8,2,1,1,6.5,5.7,0.13,+0.5,+0.3,Matches,70acbadc
148,Lucas Cunha,br BRA,DF,Gil Vicente FC,24,1997,32.0,2,7,2,28.6,0.22,0.06,0.29,1.00,18.3,0,0,0,0.8,0.8,0.12,+1.2,+1.2,Matches,0b8748ac
149,Sessi D'Almeida,bj BEN,MF,Tondela,25,1995,2.4,0,3,0,0.0,1.24,0.00,0.00,,23.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,2c574121
150,Oday Dabbagh,ps PLE,FWMF,Arouca,22,1998,7.6,4,27,11,40.7,3.55,1.45,0.15,0.36,15.2,0,0,0,4.2,4.2,0.16,-0.2,-0.2,Matches,cd384d5a
151,Julien Dacosta,fr FRA,DFMF,Portimonense,25,1996,4.4,0,4,2,50.0,0.90,0.45,0.00,0.00,14.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,6564b5c1
152,Renat Dadaşov,az AZE,FW,Tondela,22,1999,16.0,2,24,11,45.8,1.50,0.69,0.08,0.18,16.3,1,0,0,2.7,2.7,0.11,-0.7,-0.7,Matches,06dc2511
153,Dalberson,br BRA,GK,Famalicão,24,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f9a8ed14
154,Daniel,br BRA,FW,Tondela,25,1996,17.7,4,28,7,25.0,1.58,0.39,0.11,0.43,17.5,3,1,1,3.8,3.0,0.11,+0.2,0.0,Matches,fc2a8364
155,Tiago Dantas,pt POR,MF,Tondela,20,2000,12.2,1,10,4,40.0,0.82,0.33,0.10,0.25,21.6,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches,234204f4
